Beilstein Journal of Nanotechnology,BEILSTEIN J NANOTECH,BEILSTEIN-INSTITUT,2190-4286,2190-4286,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"5,504",2.6,Q3,0.37,99.7%,
BioChip Journal,BIOCHIP J,KOREAN BIOCHIP SOCIETY-KBCS,1976-0280,2092-7843,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"1,160",5.5,Q2,0.86,7.35%,
Biomicrofluidics,BIOMICROFLUIDICS,AIP Publishing,,1932-1058,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"4,032",2.6,Q3,0.59,30.62%,
Biosensors-Basel,BIOSENSORS-BASEL,MDPI,,2079-6374,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"13,850",4.9,Q2,0.85,99.89%,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,,,,
Cancer Nanotechnology,CANCER NANOTECHNOL,SPRINGER WIEN,1868-6958,1868-6966,NANOSCIENCE & NANOTECHNOLOGY,SCIE,998,4.5,Q2,0.82,100%,
Carbon Energy,CARBON ENERGY,WILEY,,2637-9368,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"5,024",19.5,Q1,2.29,90.81%,
ChemNanoMat,CHEMNANOMAT,WILEY-V C H VERLAG GMBH,2199-692X,2199-692X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"3,539",2.6,Q3,0.4,10.7%,
Colloid and Interface Science Communications,COLLOID INTERFAC SCI,ELSEVIER,2215-0382,2215-0382,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,891",4.7,Q2,0.76,52.29%,
Copyright (c) 2024 Clarivate ,,,,,,,,,,,,
Current Nanoscience,CURR NANOSCI,BENTHAM SCIENCE PUBL LTD,1573-4137,1875-6786,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"1,408",1.4,Q4,0.19,0.49%,
Digest Journal of Nanomaterials and Biostructures,DIG J NANOMATER BIOS,VIRTUAL CO PHYSICS SRL,1842-3582,1842-3582,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"1,987",1.0,Q4,0.14,51.74%,
Discover Nano,DISCOV NANO,SPRINGER,,2731-9229,NANOSCIENCE & NANOTECHNOLOGY,SCIE,130,,,,99.34%,
Energy Storage Materials,ENERGY STORAGE MATER,ELSEVIER,2405-8297,2405-8289,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"47,960",18.9,Q1,2.97,10.8%,
Environmental Science-Nano,ENVIRON SCI-NANO,ROYAL SOC CHEMISTRY,2051-8153,2051-8161,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"12,242",5.8,Q2,1.02,11.23%,
FULLERENES NANOTUBES AND CARBON NANOSTRUCTURES,FULLER NANOTUB CAR N,TAYLOR & FRANCIS INC,1536-383X,1536-4046,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,427",2.1,Q3,0.39,0.79%,
Frontiers in Nanotechnology,FRONT NANOTECHNOL,FRONTIERS MEDIA SA,,2673-3013,NANOSCIENCE & NANOTECHNOLOGY,ESCI,968,4.1,Q2,0.33,100%,
IEEE Nanotechnology Magazine,IEEE NANOTECHNOL MAG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1932-4510,1942-7808,NANOSCIENCE & NANOTECHNOLOGY,ESCI,320,2.3,Q3,0.25,6.76%,
IEEE Open Journal of Nanotechnology,IEEE OPEN J NANOTECH,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,,2644-1292,NANOSCIENCE & NANOTECHNOLOGY,ESCI,137,1.8,Q4,0.33,98.53%,
IEEE TRANSACTIONS ON NANOBIOSCIENCE,IEEE T NANOBIOSCI,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-1241,1558-2639,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,300",3.7,Q3,0.82,12.45%,
IEEE TRANSACTIONS ON NANOTECHNOLOGY,IEEE T NANOTECHNOL,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-125X,1941-0085,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"3,675",2.1,Q3,0.47,8.41%,
IET Nanobiotechnology,IET NANOBIOTECHNOL,WILEY-HINDAWI,1751-8741,1751-875X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,567",3.8,Q3,0.45,69.12%,
IET Nanodielectrics,IET NANODIELECTR,WILEY,,2514-3255,NANOSCIENCE & NANOTECHNOLOGY,ESCI,455,3.8,Q3,0.44,75.76%,
Inorganic and Nano-Metal Chemistry,INORG NANO-MET CHEM,TAYLOR & FRANCIS INC,2470-1556,2470-1564,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"1,840",1.4,Q4,0.31,0.22%,
International Journal of Nano Dimension,INT J NANO DIMENS,"ISLAMIC AZAD UNIV, TONEKABON BRANCH",2008-8868,2228-5059,NANOSCIENCE & NANOTECHNOLOGY,ESCI,503,1.2,Q4,0.19,0%,
International Journal of Nanomedicine,INT J NANOMED,DOVE MEDICAL PRESS LTD,1178-2013,1178-2013,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"39,713",6.6,Q1,1.29,98.45%,
International Journal of Nanoscience,INT J NANOSCI,WORLD SCIENTIFIC PUBL CO PTE LTD,0219-581X,1793-5350,NANOSCIENCE & NANOTECHNOLOGY,ESCI,640,0.9,Q4,0.11,0.5%,
International Journal of Nanotechnology,INT J NANOTECHNOL,INDERSCIENCE ENTERPRISES LTD,1475-7435,1741-8151,NANOSCIENCE & NANOTECHNOLOGY,SCIE,512,0.3,Q4,0.05,0%,
International Nano Letters,INT NANO LETT,SPRINGER INT PUBL AG,2008-9295,2228-5326,NANOSCIENCE & NANOTECHNOLOGY,ESCI,"2,036",4.1,Q2,0.33,1.28%,
JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,J MICROELECTROMECH S,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1057-7157,1941-0158,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"6,520",2.5,Q3,0.57,20.45%,
JOURNAL OF MICROMECHANICS AND MICROENGINEERING,J MICROMECH MICROENG,IOP Publishing Ltd,0960-1317,1361-6439,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"8,771",2.4,Q3,0.47,13.91%,
JOURNAL OF NANOBIOTECHNOLOGY,J NANOBIOTECHNOL,BMC,,1477-3155,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"19,684",10.6,Q1,1.71,99.79%,
JOURNAL OF NANOPARTICLE RESEARCH,J NANOPART RES,SPRINGER,1388-0764,1572-896X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"12,527",2.1,Q3,0.33,5.64%,
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,J VAC SCI TECHNOL B,A V S AMER INST PHYSICS,2166-2746,2166-2754,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"6,687",1.5,Q4,0.28,16.37%,
Journal of Experimental Nanoscience,J EXP NANOSCI,TAYLOR & FRANCIS LTD,1745-8080,1745-8099,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"1,752",2.6,Q3,0.51,98.04%,
Journal of Laser Micro Nanoengineering,J LASER MICRO NANOEN,JAPAN LASER PROCESSING SOC,1880-0688,1880-0688,NANOSCIENCE & NANOTECHNOLOGY,SCIE,596,0.8,Q4,0.18,100%,
Journal of Micro-Nanopatterning Materials and Metrology-JM3,J MICRO-NANOPATTERN,SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS,1932-5150,2708-8340,NANOSCIENCE & NANOTECHNOLOGY,SCIE,180,1.5,Q4,0.35,26.32%,
Journal of Nano Research,J NANO RES-SW,TRANS TECH PUBLICATIONS LTD,1662-5250,1661-9897,NANOSCIENCE & NANOTECHNOLOGY,SCIE,779,0.8,Q4,0.2,0%,
Journal of Nanoanalysis,J NANOANALYSIS,BORNA SANJESH KIMIA CO-BSK CO,2383-0344,2383-0344,NANOSCIENCE & NANOTECHNOLOGY,ESCI,114,0.4,Q4,0.05,0%,
Journal of Nanoelectronics and Optoelectronics,J NANOELECTRON OPTOE,AMER SCIENTIFIC PUBLISHERS,1555-130X,1555-1318,NANOSCIENCE & NANOTECHNOLOGY,SCIE,881,0.6,Q4,0.11,0%,
Journal of Nanofluids,J NANOFLUIDS,AMER SCIENTIFIC PUBLISHERS,2169-432X,2169-4338,NANOSCIENCE & NANOTECHNOLOGY,ESCI,"1,564",2.7,Q3,0.36,0%,
Journal of Nanophotonics,J NANOPHOTONICS,SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS,1934-2608,,NANOSCIENCE & NANOTECHNOLOGY,SCIE,916,1.1,Q4,0.26,2.07%,
Journal of Nanostructure in Chemistry,J NANOSTRUCTURE CHEM,SPRINGER HEIDELBERG,2008-9244,2193-8865,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"3,203",8.6,Q1,1.38,8.75%,
Journal of Nanostructures,J NANOSTRUCT,UNIV KASHAN PRESS,2251-7871,2251-788X,NANOSCIENCE & NANOTECHNOLOGY,ESCI,891,1.4,Q4,0.17,0%,
Journal of Nanotechnology,J NANOTECHNOL,HINDAWI LTD,1687-9503,1687-9511,NANOSCIENCE & NANOTECHNOLOGY,ESCI,"1,159",3.9,Q2,0.43,98.33%,
Journal of Physical Chemistry C,J PHYS CHEM C,AMER CHEMICAL SOC,1932-7447,1932-7455,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"148,451",3.3,Q3,0.54,9.7%,
Journal of Physical Chemistry Letters,J PHYS CHEM LETT,AMER CHEMICAL SOC,1948-7185,,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"69,320",4.8,Q2,1.02,10.03%,
Journal of Science-Advanced Materials and Devices,J SCI-ADV MATER DEV,VIETNAM NATL UNIV,2468-2284,2468-2179,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"3,508",6.7,Q1,0.97,93.96%,
LAB ON A CHIP,LAB CHIP,ROYAL SOC CHEMISTRY,1473-0197,1473-0189,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"34,304",6.1,Q2,1.2,23.45%,
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,ELSEVIER SCIENCE SA,0921-5093,1873-4936,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"124,580",6.1,Q2,1.18,12.6%,
MICROELECTRONIC ENGINEERING,MICROELECTRON ENG,ELSEVIER,0167-9317,1873-5568,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"7,617",2.6,Q3,0.55,15.94%,
MICROELECTRONICS JOURNAL,MICROELECTRON J,ELSEVIER SCI LTD,0026-2692,1879-2391,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"4,035",1.9,Q4,0.39,2.61%,
MICROELECTRONICS RELIABILITY,MICROELECTRON RELIAB,PERGAMON-ELSEVIER SCIENCE LTD,0026-2714,1872-941X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"8,290",1.6,Q4,0.3,14.36%,
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,MICROSYST TECHNOL,SPRINGER HEIDELBERG,0946-7076,1432-1858,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"5,753",1.6,Q4,0.38,4.6%,
Materials Today Nano,MATER TODAY NANO,ELSEVIER,2588-8420,2588-8420,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,934",8.2,Q1,1.24,11.63%,
Micro & Nano Letters,MICRO NANO LETT,WILEY,,1750-0443,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,239",1.5,Q4,0.19,78.91%,
Micro and Nano Engineering,MICRO NANO ENG,ELSEVIER,,2590-0072,NANOSCIENCE & NANOTECHNOLOGY,ESCI,462,2.8,Q3,0.53,100%,
Micro and Nano Systems Letters,MICRO NANO SYST LETT,SPRINGERNATURE,,2213-9621,NANOSCIENCE & NANOTECHNOLOGY,ESCI,403,4.7,Q2,0.36,100%,
Microfluidics and Nanofluidics,MICROFLUID NANOFLUID,SPRINGER HEIDELBERG,1613-4982,1613-4990,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"5,107",2.3,Q3,0.6,12.11%,
Micromachines,MICROMACHINES-BASEL,MDPI,,2072-666X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"23,746",3.0,Q3,0.62,99.7%,
Microporous and Mesoporous Materials,MICROPOR MESOPOR MAT,ELSEVIER,1387-1811,1873-3093,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"34,011",4.8,Q2,0.8,12.21%,
Microsystems & Nanoengineering,MICROSYST NANOENG,SPRINGERNATURE,2055-7434,2055-7434,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"4,573",7.3,Q1,1.36,100%,
Molecular Systems Design & Engineering,MOL SYST DES ENG,ROYAL SOC CHEMISTRY,2058-9689,2058-9689,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,301",3.2,Q3,0.47,17.9%,
NANO,NANO,WORLD SCIENTIFIC PUBL CO PTE LTD,1793-2920,1793-7094,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"1,528",1.0,Q4,0.17,0.24%,
NANO LETTERS,NANO LETT,AMER CHEMICAL SOC,1530-6984,1530-6992,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"159,730",9.6,Q1,1.76,10.53%,
NANOTECHNOLOGY,NANOTECHNOLOGY,IOP Publishing Ltd,0957-4484,1361-6528,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"41,514",2.9,Q3,0.58,9.3%,
Nano Communication Networks,NANO COMMUN NETW,ELSEVIER,1878-7789,1878-7797,NANOSCIENCE & NANOTECHNOLOGY,SCIE,592,2.9,Q3,0.66,4.62%,
Nano Convergence,NANO CONVERG,SPRINGER,2196-5404,2196-5404,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,915",13.4,Q1,1.2,100%,
Nano Energy,NANO ENERGY,ELSEVIER,2211-2855,2211-3282,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"113,862",16.8,Q1,2.74,9.78%,
Nano Express,NANO EXPRESS,IOP Publishing Ltd,,2632-959X,NANOSCIENCE & NANOTECHNOLOGY,ESCI,845,2.7,Q3,0.39,99.47%,
Nano Futures,NANO FUTURES,IOP Publishing Ltd,,2399-1984,NANOSCIENCE & NANOTECHNOLOGY,SCIE,433,2.5,Q3,0.32,13.64%,
Nano Hybrids and Composites,NANO HYBRIDS COMPOS,TRANS TECH PUBLICATIONS LTD,2297-3370,2297-3400,NANOSCIENCE & NANOTECHNOLOGY,ESCI,179,0.4,Q4,0.05,0%,
Nano Materials Science,NANO MATER SCI,KEAI PUBLISHING LTD,2096-6482,2589-9651,NANOSCIENCE & NANOTECHNOLOGY,ESCI,"1,878",12.6,Q1,1.52,98.08%,
Nano Research,NANO RES,TSINGHUA UNIV PRESS,1998-0124,1998-0000,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"43,765",9.5,Q1,1.54,2.84%,
Nano Today,NANO TODAY,ELSEVIER SCI LTD,1748-0132,1878-044X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"17,293",13.2,Q1,1.85,10.06%,
Nano-Micro Letters,NANO-MICRO LETT,SHANGHAI JIAO TONG UNIV PRESS,2311-6706,2150-5551,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"24,745",31.6,Q1,4.58,99.85%,
NanoImpact,NANOIMPACT,ELSEVIER,2452-0748,2452-0748,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"1,869",4.7,Q2,0.78,40.1%,
Nanobiotechnology Reports,NANOBIOTECHNOL REP,PLEIADES PUBLISHING INC,2635-1676,2635-1684,NANOSCIENCE & NANOTECHNOLOGY,ESCI,131,0.5,Q4,0.06,3.84%,
Nanocomposites,NANOCOMPOSITES,TAYLOR & FRANCIS LTD,2055-0324,2055-0332,NANOSCIENCE & NANOTECHNOLOGY,SCIE,536,4.2,Q2,0.68,98.25%,
Nanofabrication,NANOFABRICATION,Eurasia Acad Publ Group (EAPG),2299-680X,2299-680X,NANOSCIENCE & NANOTECHNOLOGY,ESCI,143,3.3,Q3,0.33,72.55%,
Nanomaterials,NANOMATERIALS-BASEL,MDPI,,2079-4991,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"70,315",4.4,Q2,0.74,99.44%,
Nanomaterials and Nanotechnology,NANOMATER NANOTECHNO,HINDAWI LTD,1847-9804,1847-9804,NANOSCIENCE & NANOTECHNOLOGY,SCIE,747,3.1,Q3,0.55,96.3%,
Nanomedicine,NANOMEDICINE-UK,FUTURE MEDICINE LTD,1743-5889,1748-6963,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"9,839",4.7,Q2,0.67,8.87%,
Nanomedicine Journal,NANOMED J,MASHHAD UNIV MED SCIENCES,2322-3049,2322-5904,NANOSCIENCE & NANOTECHNOLOGY,ESCI,474,1.4,Q4,0.2,0%,
Nanomedicine-Nanotechnology Biology and Medicine,NANOMED-NANOTECHNOL,ELSEVIER,1549-9634,1549-9642,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"12,388",4.2,Q2,0.96,25.26%,
Nanophotonics,NANOPHOTONICS-BERLIN,WALTER DE GRUYTER GMBH,2192-8606,2192-8614,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"12,901",6.5,Q2,1.18,98.02%,
Nanoscale,NANOSCALE,ROYAL SOC CHEMISTRY,2040-3364,2040-3372,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"118,942",5.8,Q2,0.98,15.86%,
Nanoscale Advances,NANOSCALE ADV,ROYAL SOC CHEMISTRY,2516-0230,2516-0230,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"11,188",4.6,Q2,0.61,99.25%,
Nanoscale Horizons,NANOSCALE HORIZ,ROYAL SOC CHEMISTRY,2055-6756,2055-6764,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"5,600",8.0,Q1,1.08,21.9%,
Nanoscale Research Letters,NANOSCALE RES LETT,SPRINGER,1931-7573,1556-276X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"19,618",5.5,Q2,0.8,99.31%,
Nanoscale and Microscale Thermophysical Engineering,NANOSC MICROSC THERM,TAYLOR & FRANCIS INC,1556-7265,1556-7273,NANOSCIENCE & NANOTECHNOLOGY,SCIE,639,2.7,Q3,0.7,2.44%,
Nanoscience and Technology-An International Journal,NANOSCI TECHNOL,BEGELL HOUSE INC,2572-4258,2572-4266,NANOSCIENCE & NANOTECHNOLOGY,ESCI,727,1.3,Q4,0.16,0%,
Nanosystems-Physics Chemistry Mathematics,NANOSYST-PHYS CHEM M,"ST PETERSBURG NATL RESEARCH UNIV INFORMATION TECHNOLOGIES, MECH & OPTICS",2220-8054,2305-7971,NANOSCIENCE & NANOTECHNOLOGY,ESCI,551,0.8,Q4,0.12,95.9%,
Nanotechnologies in Construction-A Scientific Internet-Journal,NANOTECHNOL CONSTR,NANOSTROITEL STVO,2075-8545,2075-8545,NANOSCIENCE & NANOTECHNOLOGY,ESCI,198,1.0,Q4,0.13,98.45%,
Nanotechnology Reviews,NANOTECHNOL REV,DE GRUYTER POLAND SP Z O O,2191-9089,2191-9097,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"4,524",6.1,Q2,0.93,96.72%,
Nanotechnology Science and Applications,NANOTECHNOL SCI APPL,DOVE MEDICAL PRESS LTD,1177-8903,1177-8903,NANOSCIENCE & NANOTECHNOLOGY,ESCI,972,4.9,Q2,0.41,100%,
Nanotechnology and Precision Engineering,NANOTECH PRECIS ENG,AIP Publishing,1672-6030,2589-5540,NANOSCIENCE & NANOTECHNOLOGY,ESCI,454,3.5,Q3,0.51,96.25%,
Nanotoxicology,NANOTOXICOLOGY,TAYLOR & FRANCIS LTD,1743-5390,1743-5404,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"4,446",3.6,Q3,0.79,25.17%,
Nature Nanotechnology,NAT NANOTECHNOL,NATURE PORTFOLIO,1748-3387,1748-3395,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"76,128",38.1,Q1,5.15,11.2%,
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,PART PART SYST CHAR,WILEY-V C H VERLAG GMBH,0934-0866,1521-4117,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"3,325",2.7,Q3,0.34,15.95%,
PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES,PHYSICA E,ELSEVIER,1386-9477,1873-1759,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"11,361",2.9,Q3,0.51,3.43%,
PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY,PRECIS ENG,ELSEVIER SCIENCE INC,0141-6359,1873-2372,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"7,111",3.5,Q3,0.81,17.44%,
Photonics and Nanostructures-Fundamentals and Applications,PHOTONIC NANOSTRUCT,ELSEVIER,1569-4410,1569-4429,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"1,336",2.5,Q3,0.58,7.83%,
Physical and Chemical Aspects of the Study of Clusters Nanostructures and Nanomaterials,PHYS CHEM ASPECTS ST,TVER STATE UNIV,2226-4442,2658-4360,NANOSCIENCE & NANOTECHNOLOGY,ESCI,116,0.2,Q4,0.05,97.59%,
Physics and Chemistry of Solid State,PHYS CHEM SOLID STAT,VASYL STEFANYK PRECARPATHIAN NATL UNIV,1729-4428,2309-8589,NANOSCIENCE & NANOTECHNOLOGY,ESCI,371,0.9,Q4,0.13,90.29%,
Plasmonics,PLASMONICS,SPRINGER,1557-1955,1557-1963,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"5,355",3.3,Q3,0.47,3.67%,
Proceedings of the Institution of Mechanical Engineers Part N-Journal of Nanomaterials Nanoengineering and Nanosystems,P I MECH ENG N-J NAN,SAGE PUBLICATIONS LTD,2397-7914,2397-7922,NANOSCIENCE & NANOTECHNOLOGY,ESCI,538,4.2,Q2,0.33,0%,
REVIEWS ON ADVANCED MATERIALS SCIENCE,REV ADV MATER SCI,DE GRUYTER POLAND SP Z O O,1606-5131,1605-8127,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,378",3.6,Q3,0.44,97.32%,
Recent Patents on Nanotechnology,RECENT PAT NANOTECH,BENTHAM SCIENCE PUBL LTD,1872-2105,2212-4020,NANOSCIENCE & NANOTECHNOLOGY,SCIE,632,2.0,Q4,0.24,0%,
SCRIPTA MATERIALIA,SCRIPTA MATER,PERGAMON-ELSEVIER SCIENCE LTD,1359-6462,1872-8456,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"46,654",5.3,Q2,1.1,25%,
Sensors and Actuators Reports,SENSOR ACTUATOR REP,ELSEVIER,2666-0539,2666-0539,NANOSCIENCE & NANOTECHNOLOGY,ESCI,896,6.5,Q2,1.17,100%,
