BIOTECHNOLOGY PROGRESS,BIOTECHNOL PROGR,WILEY,8756-7938,1520-6033,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"7,262",2.5,Q3,0.58,23.47%,
BMC BIOINFORMATICS,BMC BIOINFORMATICS,BMC,1471-2105,1471-2105,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"48,444",2.9,Q2,0.75,99.64%,
BMC BIOTECHNOLOGY,BMC BIOTECHNOL,BMC,,1472-6750,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"3,894",3.5,Q2,0.84,100%,
BMC GENOMICS,BMC GENOMICS,BMC,1471-2164,1471-2164,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"49,161",3.5,Q2,1.03,99.84%,
BioTech,BIOTECH-BASEL,MDPI,,2673-6284,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,287,2.7,Q3,0.59,100%,
Biocatalysis and Agricultural Biotechnology,BIOCATAL AGR BIOTECH,ELSEVIER,,1878-8181,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,"8,902",3.4,Q2,0.86,3.59%,
Biochemical Engineering Journal,BIOCHEM ENG J,ELSEVIER,1369-703X,1873-295X,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"12,763",3.7,Q2,0.76,11.38%,
Bioengineered,BIOENGINEERED,TAYLOR & FRANCIS INC,2165-5979,2165-5987,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"10,548",4.2,Q2,1.13,100%,
Biofuels Bioproducts & Biorefining-Biofpr,BIOFUEL BIOPROD BIOR,WILEY,1932-104X,1932-1031,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"4,244",3.2,Q2,0.55,19.78%,
Biomed Research International,BIOMED RES INT,HINDAWI LTD,2314-6133,2314-6141,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,"66,215",2.6,Q3,0.6,99.26%,
Biomedical and Biotechnology Research Journal,BIOMED BIOTECH RES J,WOLTERS KLUWER MEDKNOW PUBLICATIONS,2588-9834,2588-9842,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,387,1,Q4,0.28,79.3%,
Bioresources and Bioprocessing,BIORESOUR BIOPROCESS,SPRINGER HEIDELBERG,,2197-4365,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"3,053",4.3,Q1,0.85,99.72%,
Biotechnology Journal,BIOTECHNOL J,WILEY-V C H VERLAG GMBH,1860-6768,1860-7314,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"7,297",3.2,Q2,0.79,26.37%,
Biotechnology and Genetic Engineering Reviews,BIOTECHNOL GENET ENG,TAYLOR & FRANCIS LTD,0264-8725,2046-5556,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,114",6.5,Q1,0.79,1.46%,
Biotechnology for Biofuels,BIOTECHNOL BIOFUELS,BMC,,1754-6834,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"13,355",6.1,Q1,1.08,99.59%,
Biotechnology for Biofuels and Bioproducts,BIOTECHNOL BIOF BIOP,BMC,,2731-3654,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,667,3.3,Q2,0.69,99.71%,
Biotecnia,BIOTECNIA,UNIV SONORA,1665-1456,1665-1456,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,210,0.5,Q4,0.1,64.95%,
Briefings in Functional Genomics,BRIEF FUNCT GENOMICS,OXFORD UNIV PRESS,2041-2649,2041-2657,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"2,010",2.5,Q3,0.48,17.72%,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,,,,
CANADIAN JOURNAL OF MICROBIOLOGY,CAN J MICROBIOL,CANADIAN SCIENCE PUBLISHING,0008-4166,1480-3275,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"6,121",1.8,Q4,0.39,17.43%,
CANCER GENE THERAPY,CANCER GENE THER,SPRINGERNATURE,0929-1903,1476-5500,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"4,575",4.8,Q1,1.1,37.11%,
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,CHEM BIOCHEM ENG Q,CROATIAN SOC CHEMICAL ENGINEERING TECHNOLOGY,0352-9568,1846-5153,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,887,1.6,Q4,0.23,98.75%,
CRITICAL REVIEWS IN BIOTECHNOLOGY,CRIT REV BIOTECHNOL,TAYLOR & FRANCIS LTD,0738-8551,1549-7801,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"7,612",8.1,Q1,0.91,9.69%,
CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,CRIT REV EUKAR GENE,BEGELL HOUSE INC,1045-4403,2162-6502,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,298",1.5,Q4,0.38,1.8%,
CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,ELSEVIER SCI LTD,0958-1669,1879-0429,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"18,270",7.1,Q1,1.05,44.3%,
CYTOTECHNOLOGY,CYTOTECHNOLOGY,SPRINGER,0920-9069,1573-0778,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"3,042",2,Q3,0.38,6.25%,
CYTOTHERAPY,CYTOTHERAPY,ELSEVIER SCI LTD,1465-3249,1477-2566,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"6,945",3.7,Q2,0.81,33.33%,
Cellular Reprogramming,CELL REPROGRAM,"MARY ANN LIEBERT, INC",2152-4971,2152-4998,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,636,1.2,Q4,0.32,6.02%,
Copyright (c) 2024 Clarivate ,,,,,,,,,,,,
Crop Breeding and Applied Biotechnology,CROP BREED APPL BIOT,BRAZILIAN SOC PLANT BREEDING,1984-7033,1518-7853,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,994,1.3,Q4,0.34,85.62%,
Current Nanoscience,CURR NANOSCI,BENTHAM SCIENCE PUBL LTD,1573-4137,1875-6786,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,408",1.4,Q4,0.19,0.49%,
Current Opinion in Chemical Engineering,CURR OPIN CHEM ENG,ELSEVIER SCI LTD,2211-3398,2211-3398,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"4,363",8,Q1,1.36,26.94%,
Current Research in Biotechnology,CURR RES BIOTECHNOL,ELSEVIER,2590-2628,2590-2628,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,488,3.6,Q2,0.99,100%,
ELECTRONIC JOURNAL OF BIOTECHNOLOGY,ELECTRON J BIOTECHN,PONTIFICIA UNIV CATOLICA VALPARAISO,0717-3458,0717-3458,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"2,227",2.3,Q3,0.6,98.08%,
ENGINEERING IN LIFE SCIENCES,ENG LIFE SCI,WILEY,1618-0240,1618-2863,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"3,225",3.9,Q2,0.72,55.63%,
ENZYME AND MICROBIAL TECHNOLOGY,ENZYME MICROB TECH,ELSEVIER SCIENCE INC,0141-0229,1879-0909,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"9,770",3.4,Q2,0.83,11.06%,
EXPERT OPINION ON BIOLOGICAL THERAPY,EXPERT OPIN BIOL TH,TAYLOR & FRANCIS LTD,1471-2598,1744-7682,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"5,963",3.6,Q2,0.61,19.17%,
Environmental Technology & Innovation,ENVIRON TECHNOL INNO,ELSEVIER,2352-1864,2352-1864,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"15,209",6.7,Q1,1.24,58.42%,
FEMS YEAST RESEARCH,FEMS YEAST RES,OXFORD UNIV PRESS,1567-1356,1567-1364,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"4,163",2.4,Q3,0.51,39.55%,
FOLIA MICROBIOLOGICA,FOLIA MICROBIOL,SPRINGER,0015-5632,1874-9356,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"2,885",2.4,Q3,0.51,8.96%,
FOOD AND BIOPRODUCTS PROCESSING,FOOD BIOPROD PROCESS,ELSEVIER,0960-3085,1744-3571,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"6,297",3.5,Q2,0.86,29.85%,
FOOD BIOTECHNOLOGY,FOOD BIOTECHNOL,TAYLOR & FRANCIS INC,0890-5436,1532-4249,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,635,1.8,Q4,0.37,0%,
FOOD MICROBIOLOGY,FOOD MICROBIOL,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0740-0020,1095-9998,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"14,493",4.5,Q1,1.18,30.3%,
FOOD TECHNOLOGY AND BIOTECHNOLOGY,FOOD TECHNOL BIOTECH,FACULTY FOOD TECHNOLOGY BIOTECHNOLOGY,1330-9862,1334-2606,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"2,691",2.3,Q3,0.46,97.86%,
Fermentation-Basel,FERMENTATION-BASEL,MDPI,,2311-5637,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"6,525",3.3,Q2,0.77,99.86%,
Frontiers in Bioengineering and Biotechnology,FRONT BIOENG BIOTECH,FRONTIERS MEDIA SA,2296-4185,2296-4185,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"33,446",4.3,Q1,0.83,99.42%,
Frontiers in Chemical Engineering,FRONT CHEM ENG,FRONTIERS MEDIA SA,,2673-2718,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,630,2.5,Q3,0.33,99.62%,
Frontiers in Genome Editing,FRONT GENOME EDIT,FRONTIERS MEDIA SA,,2673-3439,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,627,4.9,Q1,0.86,100%,
GEN Biotechnology,GEN BIOTECHNOL,"MARY ANN LIEBERT, INC",2768-1572,2768-1556,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,67,2,Q3,0.26,10.31%,
GENE THERAPY,GENE THER,SPRINGERNATURE,0969-7128,1476-5462,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"6,684",4.6,Q1,0.98,43.01%,
GENOME,GENOME,CANADIAN SCIENCE PUBLISHING,0831-2796,1480-3321,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"3,915",2.3,Q3,0.57,16.67%,
GENOME BIOLOGY,GENOME BIOL,BMC,1474-760X,1474-760X,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"67,264",10.1,Q1,2.78,99.41%,
GENOME RESEARCH,GENOME RES,"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT",1088-9051,1549-5469,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"42,910",6.2,Q1,1.62,95.16%,
GENOMICS,GENOMICS,ACADEMIC PRESS INC ELSEVIER SCIENCE,0888-7543,1089-8646,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"12,262",3.4,Q2,1.02,97.93%,
GM Crops & Food-Biotechnology in Agriculture and the Food Chain,GM CROPS FOOD,TAYLOR & FRANCIS AS,2164-5698,2164-5701,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,760,4.5,Q1,1.11,100%,
Genes & Genomics,GENES GENOM,SPRINGER,1976-9571,2092-9293,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,727",1.6,Q4,0.42,11.32%,
HUMAN GENE THERAPY,HUM GENE THER,"MARY ANN LIEBERT, INC",1043-0342,1557-7422,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"6,486",3.9,Q2,1.0,16.08%,
Human Vaccines & Immunotherapeutics,HUM VACC IMMUNOTHER,TAYLOR & FRANCIS INC,2164-5515,2164-554X,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"14,391",4.1,Q2,0.85,80.48%,
INDIAN JOURNAL OF MICROBIOLOGY,INDIAN J MICROBIOL,SPRINGER,0046-8991,0973-7715,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"2,426",2.1,Q3,0.49,4.74%,
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,INT BIODETER BIODEGR,ELSEVIER SCI LTD,0964-8305,1879-0208,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"12,510",4.1,Q2,0.91,14.5%,
INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,INT J BIOL MARKER,SAGE PUBLICATIONS LTD,0393-6155,1724-6008,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,356",2.3,Q3,0.46,95.15%,
INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,SPRINGER,1139-6709,1618-1905,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,932",2.3,Q3,0.53,15.84%,
Industrial Biotechnology,IND BIOTECHNOL,"MARY ANN LIEBERT, INC",1550-9087,1931-8421,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,729,1.3,Q4,0.19,0.85%,
International Journal of Genomics,INT J GENOMICS,HINDAWI LTD,2314-436X,2314-4378,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,470",2.6,Q3,0.56,99.08%,
Iranian Journal of Biotechnology,IRAN J BIOTECHNOL,NATL INST GENETIC ENGINEERING & BIOTECHNOLOGY,1728-3043,1728-3043,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,730,1.6,Q4,0.33,0%,
JOURNAL OF ANTIBIOTICS,J ANTIBIOT,SPRINGERNATURE,0021-8820,1881-1469,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"8,687",2.1,Q3,0.57,9.4%,
JOURNAL OF APPLIED GENETICS,J APPL GENET,SPRINGER HEIDELBERG,1234-1983,2190-3883,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,896",2,Q3,0.49,38.42%,
JOURNAL OF APPLIED MICROBIOLOGY,J APPL MICROBIOL,OXFORD UNIV PRESS,1364-5072,1365-2672,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"24,397",3.2,Q2,0.67,14.06%,
JOURNAL OF APPLIED PHYCOLOGY,J APPL PHYCOL,SPRINGER,0921-8971,1573-5176,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"13,624",2.8,Q3,0.89,22.48%,
JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,J BIOACT COMPAT POL,SAGE PUBLICATIONS LTD,0883-9115,1530-8030,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,085",2.1,Q3,0.39,0%,
JOURNAL OF BIOSCIENCE AND BIOENGINEERING,J BIOSCI BIOENG,SOC BIOSCIENCE BIOENGINEERING JAPAN,1389-1723,1347-4421,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"8,786",2.3,Q3,0.64,25.27%,
JOURNAL OF BIOTECHNOLOGY,J BIOTECHNOL,ELSEVIER,0168-1656,1873-4863,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"14,954",4.1,Q2,0.96,16.7%,
JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,J CHEM TECHNOL BIOT,WILEY,0268-2575,1097-4660,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"13,372",2.8,Q3,0.45,10.09%,
JOURNAL OF COMPUTATIONAL BIOLOGY,J COMPUT BIOL,"MARY ANN LIEBERT, INC",1066-5277,1557-8666,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"5,105",1.4,Q4,0.49,10%,
JOURNAL OF FOOD PROTECTION,J FOOD PROTECT,ELSEVIER,0362-028X,1944-9097,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"12,786",2.1,Q3,0.47,96.27%,
JOURNAL OF FOOD SAFETY,J FOOD SAFETY,WILEY,0149-6085,1745-4565,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"2,263",1.9,Q4,0.45,9.05%,
JOURNAL OF GENE MEDICINE,J GENE MED,WILEY,1099-498X,1521-2254,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"2,554",3.2,Q2,0.76,8.22%,
JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,J GEN APPL MICROBIOL,MICROBIOL RES FOUNDATION,0022-1260,1349-8037,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,557",0.8,Q4,0.25,98.15%,
JOURNAL OF GENERAL VIROLOGY,J GEN VIROL,MICROBIOLOGY SOC,0022-1317,1465-2099,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"16,934",3.6,Q2,0.76,0.5%,
JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,J IND MICROBIOL BIOT,OXFORD UNIV PRESS,1367-5435,1476-5535,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"7,207",3.2,Q2,0.54,95.03%,
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,J MICROBIOL BIOTECHN,KOREAN SOC MICROBIOLOGY & BIOTECHNOLOGY,1017-7825,1738-8872,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"7,521",2.5,Q3,0.56,1.28%,
JOURNAL OF NANOBIOTECHNOLOGY,J NANOBIOTECHNOL,BMC,,1477-3155,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"19,684",10.6,Q1,1.71,99.79%,
JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,J AM SOC BREW CHEM,TAYLOR & FRANCIS LTD,0361-0470,1943-7854,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,218",1.3,Q4,0.34,26.52%,
JOURNAL OF VIROLOGICAL METHODS,J VIROL METHODS,ELSEVIER,0166-0934,1879-0984,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"7,977",2.2,Q3,0.67,24.53%,
